Trip ID,Destination,Country,Travel Date,Return Date,Trip Duration (Days),Cost (USD),Accommodation Type,Transportation Mode,Group Size,Purpose of Travel,Satisfaction Score (1-5),Activities Included,Booking Source,Season,Traveler Age,Gender,Income Level,Recommendation Score (%),Travel Insurance,Weather Rating (1-5)
20635cb6-ea56-442b-bd5d-293e0ed69a51,Istanbul,Turkey,2025-05-27 00:00:00,2025-06-08 00:00:00,12,2459,Hostel,Bus,5,Adventure,4,2,Direct Booking,Spring,26,Male,Middle,82,Yes,2
ac44c826-7b83-4c32-ae0a-19d0d130c0e1,Bangkok,Thailand,2025-08-01 00:00:00,2025-08-09 00:00:00,8,3839,Hotel,Train,6,Cultural,5,8,Mobile App,Spring,66,Other,High,100,Yes,3
fff9c986-f8c6-4ecb-8fec-5b5aaa09d1a3,London,UK,2025-11-05 00:00:00,2025-11-19 00:00:00,14,3694,Hostel,Car,7,Leisure,5,9,Direct Booking,Winter,49,Male,High,100,No,2
0094ab53-74aa-4abc-a02e-a351d2824c4f,Istanbul,Turkey,2025-10-31 00:00:00,2025-11-04 00:00:00,4,5597,Airbnb,Plane,9,Business,1,7,Mobile App,Summer,47,Male,Low,18,No,3
0c9d7c1e-0bab-4653-b027-51c5cdbeb038,Sydney,Australia,2025-08-04 00:00:00,2025-08-13 00:00:00,9,3177,Resort,Plane,6,Cultural,4,5,Online,Spring,40,Male,Low,90,Yes,1
34dfb7e8-1875-4d1c-85ec-268d1b2500f3,Sydney,Australia,2025-03-06 00:00:00,2025-03-11 00:00:00,5,666,Camping,Plane,10,Honeymoon,2,4,Travel Agency,Winter,62,Female,Upper-Middle,35,Yes,2
8442e4da-1967-455f-b08c-5dbbdce7d359,London,UK,2025-12-13 00:00:00,2025-12-16 00:00:00,3,5240,Camping,Car,1,Family,3,10,Travel Agency,Spring,55,Other,Middle,53,No,5
c6ab7065-3c1f-4c11-8eea-2630fdf733ad,Bangkok,Thailand,2025-08-08 00:00:00,2025-08-22 00:00:00,14,5136,Resort,Plane,1,Honeymoon,3,9,Direct Booking,Spring,44,Female,Low,63,No,4
4ac6e750-3d29-483e-812f-d6f616bfe0f3,Seoul,South Korea,2025-11-12 00:00:00,2025-11-20 00:00:00,8,1942,Airbnb,Car,12,Cultural,5,5,Mobile App,Autumn,38,Male,Low,98,No,2
7de43d13-53e0-4327-92c9-effbc78ff8a2,Istanbul,Turkey,2025-01-15 00:00:00,2025-01-26 00:00:00,11,5499,Camping,Bus,11,Leisure,4,6,Mobile App,Summer,40,Female,Upper-Middle,78,No,5
0e8c4695-1fdd-4416-a428-2b543ff69771,Paris,France,2025-09-08 00:00:00,2025-09-18 00:00:00,10,2065,Airbnb,Train,2,Family,2,7,Mobile App,Winter,46,Male,Low,39,Yes,4
f8f45698-1de0-4f44-89b2-cc889e3918d4,Sydney,Australia,2025-10-11 00:00:00,2025-10-17 00:00:00,6,5939,Airbnb,Bus,10,Cultural,3,8,Direct Booking,Autumn,62,Female,Upper-Middle,59,No,2
e1b3055c-1825-4154-9c2d-b4ceb0fb760d,Bangkok,Thailand,2025-12-20 00:00:00,2026-01-02 00:00:00,13,2077,Hostel,Train,6,Leisure,1,9,Mobile App,Autumn,64,Other,Upper-Middle,13,Yes,3
1120083a-d667-4b17-95b9-104088487094,Sydney,Australia,2025-03-06 00:00:00,2025-03-13 00:00:00,7,1969,Resort,Plane,5,Business,1,9,Direct Booking,Summer,58,Female,Low,10,No,4
089a15a8-cd98-4635-82f3-591fdd59889b,Istanbul,Turkey,2025-09-02 00:00:00,2025-09-11 00:00:00,9,3291,Hotel,Plane,3,Cultural,1,5,Mobile App,Spring,54,Other,Low,14,Yes,5
edaab8da-48b5-468f-8d43-37d803bb8b93,London,UK,2025-11-07 00:00:00,2025-11-10 00:00:00,3,2533,Airbnb,Ship,2,Leisure,5,7,Mobile App,Winter,46,Female,High,99,Yes,5
ba6a5134-a74a-4028-bcfb-e2bf360c72e0,Bangkok,Thailand,2025-12-05 00:00:00,2025-12-19 00:00:00,14,2202,Hotel,Train,11,Leisure,2,5,Travel Agency,Spring,28,Male,High,44,No,3
ab8e96ef-bd10-442b-9d88-21f582b113fa,Paris,France,2025-02-06 00:00:00,2025-02-11 00:00:00,5,2860,Hostel,Bus,12,Family,3,8,Travel Agency,Winter,25,Other,Middle,70,Yes,3
74af0cc9-476d-418b-ba8a-fd502cce1227,Seoul,South Korea,2025-10-19 00:00:00,2025-10-22 00:00:00,3,988,Resort,Car,3,Business,3,10,Mobile App,Autumn,62,Female,Upper-Middle,66,No,4
403127bd-2e57-467c-8892-dc55dfe64c18,Bangkok,Thailand,2025-05-09 00:00:00,2025-05-20 00:00:00,11,826,Hotel,Plane,7,Leisure,3,10,Online,Autumn,54,Male,Middle,65,No,3
65883c6d-4fc9-4029-b682-1772c2008786,Seoul,South Korea,2025-08-29 00:00:00,2025-09-09 00:00:00,11,4070,Resort,Car,11,Adventure,4,2,Direct Booking,Spring,28,Female,High,85,No,4
d010162f-49e7-4850-9c27-58d51fcb4de4,Hanoi,Vietnam,2025-06-15 00:00:00,2025-06-17 00:00:00,2,4225,Hotel,Car,2,Honeymoon,3,5,Online,Winter,44,Male,Middle,66,No,5
0c7e80a3-7273-4265-a56b-401ee7e6194e,Istanbul,Turkey,2025-10-09 00:00:00,2025-10-21 00:00:00,12,4121,Hostel,Bus,1,Cultural,2,5,Mobile App,Spring,19,Other,Middle,35,No,5
e42f00a2-9fe6-4c85-bc11-915e22856858,Paris,France,2025-08-25 00:00:00,2025-09-04 00:00:00,10,3842,Hotel,Train,2,Cultural,2,2,Direct Booking,Autumn,44,Female,High,37,No,5
1b86ca81-20cf-4c48-a61b-f4f4b97bee7f,Seoul,South Korea,2025-02-05 00:00:00,2025-02-13 00:00:00,8,2061,Resort,Car,10,Adventure,5,3,Direct Booking,Spring,36,Other,Upper-Middle,100,No,2
f3df2334-86c1-4633-869e-30031f8b2719,Istanbul,Turkey,2025-10-06 00:00:00,2025-10-16 00:00:00,10,4467,Camping,Car,6,Adventure,3,9,Travel Agency,Summer,54,Female,Middle,63,Yes,3
d5491a53-2a9c-42ff-b8b3-01de24fa8a4f,Istanbul,Turkey,2025-01-19 00:00:00,2025-02-01 00:00:00,13,3623,Hostel,Ship,7,Honeymoon,2,8,Direct Booking,Spring,46,Male,High,30,Yes,4
1f061c34-0dba-4f8d-80f9-41caaaaefeca,Seoul,South Korea,2025-12-21 00:00:00,2025-12-24 00:00:00,3,4346,Camping,Plane,5,Adventure,3,10,Mobile App,Autumn,58,Other,High,67,Yes,5
7603bd40-1da7-4c2d-be6c-9c3af5099c99,Bangkok,Thailand,2025-02-16 00:00:00,2025-02-21 00:00:00,5,5670,Camping,Plane,11,Family,3,4,Online,Winter,28,Other,Upper-Middle,50,Yes,3
5bb769ff-8767-4f4e-847d-90bbf3fa455b,Paris,France,2025-05-06 00:00:00,2025-05-12 00:00:00,6,3436,Airbnb,Car,6,Honeymoon,4,3,Travel Agency,Summer,29,Male,High,89,Yes,4
a5c4fe7f-aa58-4896-8687-3112842bbdd9,Cape Town,South Africa,2025-05-11 00:00:00,2025-05-15 00:00:00,4,2402,Hotel,Car,8,Adventure,3,8,Travel Agency,Spring,46,Female,Upper-Middle,70,No,3
0a69fc78-8823-4d0a-a75a-ff72b8f91e51,Istanbul,Turkey,2025-02-24 00:00:00,2025-03-11 00:00:00,15,2974,Hostel,Car,4,Honeymoon,4,8,Direct Booking,Autumn,62,Female,Low,82,No,1
c46849b4-8820-49dc-8eb2-e08a8ee8b8ef,Cape Town,South Africa,2025-04-28 00:00:00,2025-05-13 00:00:00,15,901,Airbnb,Bus,10,Leisure,4,5,Travel Agency,Autumn,61,Other,Middle,90,Yes,1
110911d6-8c8c-43f5-9e00-d5b1222d972b,London,UK,2025-03-09 00:00:00,2025-03-23 00:00:00,14,4111,Hotel,Bus,1,Adventure,5,6,Mobile App,Summer,30,Male,Upper-Middle,100,No,2
8484858b-784f-48f8-a6c3-b4d5f2150f7d,London,UK,2025-08-28 00:00:00,2025-09-12 00:00:00,15,4447,Hotel,Train,5,Leisure,3,2,Mobile App,Autumn,23,Female,Low,58,Yes,4
832dc062-85a2-45aa-9bc6-6d8a1d36d753,Bali,Indonesia,2025-02-25 00:00:00,2025-03-09 00:00:00,12,2647,Hostel,Car,10,Business,4,6,Direct Booking,Summer,59,Male,High,79,No,1
97ca1ee5-2c6f-4f29-9288-ba3125bc7ef1,Seoul,South Korea,2025-02-19 00:00:00,2025-02-21 00:00:00,2,804,Hostel,Ship,5,Leisure,4,2,Mobile App,Winter,41,Other,High,88,Yes,4
69274449-fa15-4cf7-b93f-1d7b534691c1,Bangkok,Thailand,2025-01-17 00:00:00,2025-02-01 00:00:00,15,4508,Resort,Train,10,Cultural,4,5,Mobile App,Summer,41,Male,Upper-Middle,87,No,1
2f98cc70-4af9-440b-a188-a12b4c953a07,Barcelona,Spain,2025-12-06 00:00:00,2025-12-12 00:00:00,6,2054,Hostel,Ship,2,Business,4,2,Online,Autumn,33,Male,Middle,72,Yes,5
06faff4e-79aa-4970-a335-57c5d65dbb04,Sydney,Australia,2025-01-02 00:00:00,2025-01-17 00:00:00,15,2408,Resort,Train,6,Leisure,2,10,Direct Booking,Summer,25,Other,Low,34,Yes,3
e31dee4f-2615-48b7-a0de-c668115eb034,Sydney,Australia,2025-01-27 00:00:00,2025-02-07 00:00:00,11,3152,Hostel,Car,1,Honeymoon,2,5,Online,Spring,48,Female,Upper-Middle,46,Yes,4
b1d2427a-9ec5-44af-887f-192f4dec7db0,Hanoi,Vietnam,2025-08-23 00:00:00,2025-08-28 00:00:00,5,5538,Hotel,Plane,1,Cultural,5,5,Mobile App,Winter,61,Male,High,100,Yes,1
b19bba10-ec4e-45c2-996c-56a029c4b438,Bali,Indonesia,2025-11-16 00:00:00,2025-11-27 00:00:00,11,1715,Airbnb,Ship,2,Family,2,5,Direct Booking,Winter,56,Other,Upper-Middle,44,No,1
5cf7e6fe-fb68-486c-b7c6-ed7349f98c07,Bangkok,Thailand,2025-08-09 00:00:00,2025-08-24 00:00:00,15,5863,Camping,Train,11,Cultural,5,4,Direct Booking,Winter,43,Female,Low,100,No,3
a6b5a812-1bf1-4f0d-832f-1821c6d67af9,London,UK,2025-02-16 00:00:00,2025-02-23 00:00:00,7,1750,Hotel,Plane,11,Cultural,4,2,Online,Autumn,69,Male,Low,88,No,1
2cf9256b-ea4a-4c72-acdd-0453a067885e,Barcelona,Spain,2025-11-04 00:00:00,2025-11-11 00:00:00,7,5950,Resort,Bus,7,Business,1,5,Travel Agency,Summer,60,Female,Middle,13,No,5
c3a921bc-cfb1-422e-9639-a2c59e62e5f3,Bali,Indonesia,2025-10-15 00:00:00,2025-10-18 00:00:00,3,2782,Airbnb,Ship,10,Family,2,7,Online,Autumn,19,Male,Upper-Middle,39,No,3
38e11a9d-2683-42a4-82dd-c7d7551f009a,Paris,France,2025-03-14 00:00:00,2025-03-18 00:00:00,4,1673,Hotel,Plane,10,Family,4,2,Travel Agency,Winter,44,Female,Upper-Middle,75,No,3
176e0d26-1293-4d5d-83ac-f34f5b9d2ed6,Bali,Indonesia,2025-03-21 00:00:00,2025-04-04 00:00:00,14,5149,Hostel,Ship,10,Business,1,1,Online,Autumn,46,Other,High,25,No,4
4f441c0f-92e4-4a42-ae47-3397f45e7d60,London,UK,2025-02-26 00:00:00,2025-03-03 00:00:00,5,4697,Resort,Ship,2,Cultural,3,7,Direct Booking,Spring,32,Female,Low,50,Yes,3
5e316a04-41a3-451a-a741-1449a32162e9,Sydney,Australia,2025-03-03 00:00:00,2025-03-17 00:00:00,14,1624,Hotel,Car,5,Family,3,6,Mobile App,Summer,26,Female,Middle,66,No,1
bd849073-ba5c-4fc6-b88a-41313d07a012,Barcelona,Spain,2025-02-09 00:00:00,2025-02-24 00:00:00,15,846,Resort,Ship,7,Cultural,1,8,Mobile App,Winter,36,Male,High,10,No,2
fc254762-a42d-4921-8a84-46a13b525e3e,Cape Town,South Africa,2025-05-05 00:00:00,2025-05-14 00:00:00,9,3464,Camping,Ship,2,Cultural,4,2,Online,Winter,37,Other,Upper-Middle,77,No,2
157d60f7-08d1-4c05-a251-1ea2a0122942,Bangkok,Thailand,2025-04-10 00:00:00,2025-04-20 00:00:00,10,5687,Resort,Bus,2,Family,5,9,Travel Agency,Summer,24,Male,Upper-Middle,96,Yes,5
420c1986-08c9-43a4-b07f-c5946350357d,Seoul,South Korea,2025-08-26 00:00:00,2025-09-09 00:00:00,14,5869,Airbnb,Ship,2,Cultural,2,8,Direct Booking,Autumn,27,Female,Low,45,No,3
504d153d-f59f-4de6-b325-05cc1240ddeb,London,UK,2025-06-08 00:00:00,2025-06-19 00:00:00,11,960,Camping,Car,6,Business,5,2,Online,Autumn,36,Male,Low,100,No,4
d6e60a84-7688-40e4-94cb-0c14177f36f2,Cape Town,South Africa,2025-06-14 00:00:00,2025-06-24 00:00:00,10,836,Airbnb,Car,8,Honeymoon,5,4,Travel Agency,Spring,46,Male,Upper-Middle,92,Yes,1
808b9b60-2cf2-4a1f-a5fc-21a4b11783fc,Sydney,Australia,2025-11-09 00:00:00,2025-11-22 00:00:00,13,4086,Hostel,Bus,8,Adventure,5,9,Direct Booking,Winter,44,Female,Low,100,No,1
1c5ccfba-2561-4a9d-9784-5f9e5b47b523,Bali,Indonesia,2025-05-10 00:00:00,2025-05-13 00:00:00,3,5070,Airbnb,Train,11,Adventure,4,5,Online,Summer,40,Female,High,74,Yes,3
f6bba2c6-226f-435e-bd48-6bb9b6587b50,Hanoi,Vietnam,2025-02-17 00:00:00,2025-02-25 00:00:00,8,5771,Camping,Ship,6,Adventure,2,9,Online,Autumn,37,Male,Middle,40,No,2
86360c40-9b51-42ec-ae5c-f261b42b5119,Sydney,Australia,2025-09-17 00:00:00,2025-09-21 00:00:00,4,1769,Airbnb,Ship,2,Business,3,2,Direct Booking,Summer,56,Female,Middle,55,Yes,5
1913ff10-3d73-4cd1-aa5a-d552ce87afd4,Seoul,South Korea,2025-12-13 00:00:00,2025-12-26 00:00:00,13,4085,Hostel,Car,1,Honeymoon,4,6,Direct Booking,Winter,32,Other,Middle,79,No,2
dd1d9b5d-5cf7-456a-85f7-355c627b4aa9,Bali,Indonesia,2025-07-15 00:00:00,2025-07-27 00:00:00,12,5172,Airbnb,Ship,8,Cultural,4,5,Travel Agency,Summer,69,Other,Middle,78,Yes,4
da2af0d5-6a6e-4a6a-bd60-838e7c41163c,Bali,Indonesia,2025-05-26 00:00:00,2025-06-05 00:00:00,10,1340,Hotel,Train,12,Adventure,5,2,Mobile App,Summer,45,Male,Middle,100,No,1
422d555b-3612-49bb-addd-44ced3880534,Barcelona,Spain,2025-07-17 00:00:00,2025-07-19 00:00:00,2,3747,Hotel,Bus,9,Leisure,3,4,Online,Autumn,24,Other,Upper-Middle,54,Yes,1
48ff8419-5edb-4ba3-80d7-385dd06cf3c5,London,UK,2025-08-18 00:00:00,2025-09-02 00:00:00,15,4370,Airbnb,Plane,12,Business,2,8,Online,Autumn,31,Male,High,33,No,2
616a1e4a-eb4a-4058-9301-399f30df5555,London,UK,2025-08-23 00:00:00,2025-08-26 00:00:00,3,891,Hotel,Plane,4,Cultural,4,10,Online,Summer,63,Male,Upper-Middle,83,Yes,5
79a5d8a9-9b39-4bb9-babb-0e294cba9efe,Bali,Indonesia,2025-09-26 00:00:00,2025-10-01 00:00:00,5,5174,Resort,Plane,7,Honeymoon,2,2,Online,Winter,48,Male,High,41,No,1
